track_id,track_name,artist_id,artist_name,album_id,album_name,release_date,popularity,duration_ms,explicit,external_url,query_genre
5AQuUEnrfiGM3dfUBTIutY,High No More,08yjRkGm8KNsShKjtbEmt6,Hajaj,1ZpMOl8vAR1ftqqYDqhhc6,High No More,2021-09-24,,198845,False,https://open.spotify.com/track/5AQuUEnrfiGM3dfUBTIutY,jazz
2R32mSucWolCTZpK59BU6p,Eligete,3q4nKdXpY7ggvpOtri0qzB,Misael Soul,62nNaehLuHZ1XKA9714l39,Yo Te Elegi,2026-01-16,,229960,False,https://open.spotify.com/track/2R32mSucWolCTZpK59BU6p,jazz
15ouqiBsgL12olEwP3COsH,Águas De Março,0yFvXd36g5sNKYDi0Kkvl8,Elis Regina,3SE9n6EaVOJ81KA1KPLUWS,Elis & Tom,1974-06-17,,214003,False,https://open.spotify.com/track/15ouqiBsgL12olEwP3COsH,jazz
6IoDmKMOqGMYwny9MjQ6dg,deep in it,3k3RY7kR8f0vp8Cq27P141,berlioz,5cAUJnj0TsAgnLdbEFj4iq,deep in it,2023-03-10,,154862,False,https://open.spotify.com/track/6IoDmKMOqGMYwny9MjQ6dg,jazz
3AFGcWwMpkVMMfPtaAOHME,Lágrimas Negras,3qeECzqe5c7ssusMaDdwbj,Bebo Valdés,5skz8PefKkk7huSazT5hkT,Lágrimas Negras,2014-04-25,,331626,False,https://open.spotify.com/track/3AFGcWwMpkVMMfPtaAOHME,jazz
648TTtYB0bH0P8Hfy0FmkL,Unforgettable,7v4imS0moSyGdXyLgVTIV7,Nat King Cole,7GBvXtxnvBluo2f4xBVNkm,Unforgettable,1954-01-01,,191973,False,https://open.spotify.com/track/648TTtYB0bH0P8Hfy0FmkL,jazz
6T8rd4DtgOXFNhPjkfwEH1,Bonita Bonita - 1950's Soul Jazz,1m82A2YUjBaQnLAFi9vjJv,Poeta Callejero,6JYkHMZ8RI81A7qyY3HvPc,Bonita Bonita (1950's Soul Jazz),2025-11-28,,221904,False,https://open.spotify.com/track/6T8rd4DtgOXFNhPjkfwEH1,jazz
3sICyTPASesVzpfGc1nM2t,Moon River,1HVwzNriKEjaeE06okqSpx,Carla Bruni,2bHQTGyLGnwMDqrsuMvTsQ,French Touch,2017-10-06,,194346,False,https://open.spotify.com/track/3sICyTPASesVzpfGc1nM2t,jazz
4smkJW6uzoHxGReZqqwHS5,I'll Be Seeing You,1YzCsTRb22dQkh9lghPIrp,Billie Holiday,4MkdTflpaaGGcXb5vtOYRs,Billie Holiday,1957-01-01,,211533,False,https://open.spotify.com/track/4smkJW6uzoHxGReZqqwHS5,jazz
0E8q2Fx2XuzXCO2NSAppkR,In A Sentimental Mood,4F7Q5NV6h5TSwCainz8S5A,Duke Ellington,1OvmilWKtrabJGEpPRlgK5,Duke Ellington & John Coltrane,1963-02,,255226,False,https://open.spotify.com/track/0E8q2Fx2XuzXCO2NSAppkR,jazz
7hhclvecTpNxNNRCk7NUoc,Little L,6J7biCazzYhU3gM9j1wfid,Jamiroquai,6cLYs4e403jQk6PJ8PG9rs,A Funk Odyssey,2001-08-29,,295400,False,https://open.spotify.com/track/7hhclvecTpNxNNRCk7NUoc,jazz
6dWilYAxP2aJbTTt0UsatK,Lover Girl,7gW0r5CkdEUMm42w9XpyZO,Laufey,6Qj5rkXFYGlCe7X6VqqoRS,Lover Girl,2025-06-25,,164400,False,https://open.spotify.com/track/6dWilYAxP2aJbTTt0UsatK,jazz
6cx5CvFhqN19efStehJqoW,Valentine,7gW0r5CkdEUMm42w9XpyZO,Laufey,0Ydm84ftyiWRGOIFkdl30L,Everything I Know About Love,2022-08-26,,168906,False,https://open.spotify.com/track/6cx5CvFhqN19efStehJqoW,jazz
1gjrb6iiP6KIrQnDBIqqDi,How I Get,7gW0r5CkdEUMm42w9XpyZO,Laufey,70NOPNFs2y4lZMrowJzPuY,How I Get,2026-02-25,,219866,False,https://open.spotify.com/track/1gjrb6iiP6KIrQnDBIqqDi,jazz
3aPlQWU07jGgyHaBHVS5TS,Fever,602DnpaSXJB4b9DZrvxbDc,Peggy Lee,0puYTmfXiL5UZLyl33nXKT,Things Are Swingin',1958-11-03,,199600,False,https://open.spotify.com/track/3aPlQWU07jGgyHaBHVS5TS,jazz
0F845nujLVqCb0XMZCh5Pc,I Fall In Love Too Easily,3rxeQlsv0Sc2nyYaZ5W71T,Chet Baker,5JJ779nrbHx0KB2lBrMMa4,Chet Baker Sings,1956,,201440,False,https://open.spotify.com/track/0F845nujLVqCb0XMZCh5Pc,jazz
1pZn8AX1WulW8IO338hE5D,Blue Moon,1YzCsTRb22dQkh9lghPIrp,Billie Holiday,4izD3SCRElbkO06i8yf4Zp,Solitude,1956-01-01,,207826,False,https://open.spotify.com/track/1pZn8AX1WulW8IO338hE5D,jazz
0aWMVrwxPNYkKmFthzmpRi,Blue in Green (feat. John Coltrane & Bill Evans),0kbYTNQb4Pb1rPbbaF0pT4,Miles Davis,4sb0eMpDn3upAFfyi4q2rw,Kind Of Blue (Legacy Edition),1959-08-17,,337733,False,https://open.spotify.com/track/0aWMVrwxPNYkKmFthzmpRi,jazz
0AMKZWRgdFfGYYTxiWrwwH,What Am I To You?,2Kx7MNY7cI1ENniW7vT30N,Norah Jones,7GaAXgbFSpcJOiLlFGYyOL,Feels Like Home,2004-01-01,,210000,False,https://open.spotify.com/track/0AMKZWRgdFfGYYTxiWrwwH,jazz
2MKLbFPQ3QDXpQ0KnS06Kl,Those Sweet Words,2Kx7MNY7cI1ENniW7vT30N,Norah Jones,7GaAXgbFSpcJOiLlFGYyOL,Feels Like Home,2004-01-01,,202640,False,https://open.spotify.com/track/2MKLbFPQ3QDXpQ0KnS06Kl,jazz
2bwxqGKS5GPXfNanAIRe2p,Seven Days in Sunny June,6J7biCazzYhU3gM9j1wfid,Jamiroquai,0NDOtCzyOSoSXwENIWFvMW,Dynamite,2005-06-15,,237866,False,https://open.spotify.com/track/2bwxqGKS5GPXfNanAIRe2p,jazz
0KZwSfQBCb4NonnJtJy1Zg,Alta y serena,0FTPrYYQzYcNlx9GnKvFqB,OneTapes1950s,3rvf5QWbk7sVYj0hgJJf3W,Alta y serena,2025-12-13,,204760,False,https://open.spotify.com/track/0KZwSfQBCb4NonnJtJy1Zg,jazz
7M9pPyt8Gr41THLhbz4NSB,Don't Let Me Be Misunderstood,7G1GBhoKtEPnP86X2PvEYO,Nina Simone,0do3UV5axUHkROOTkcxr1J,Broadway-Blues-Ballads,1964-11-01,,166200,False,https://open.spotify.com/track/7M9pPyt8Gr41THLhbz4NSB,jazz
78MI7mu1LV1k4IA2HzKmHe,Dream A Little Dream Of Me - Single Version,5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,1y5KGkUKO0NG32MhIIagCA,"Love, Ella",2007-05-03,,185160,False,https://open.spotify.com/track/78MI7mu1LV1k4IA2HzKmHe,jazz
2gNjmvuQiEd2z9SqyYi8HH,Summertime,5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,1vvnTmmNWnGmqvVFjVIINf,Porgy And Bess,1958-01-01,,298133,False,https://open.spotify.com/track/2gNjmvuQiEd2z9SqyYi8HH,jazz
3QKJELWORZZ7rUZDWeMWSA,Água de Beber,5rX2c1zow6hCph8PnnU3kF,Astrud Gilberto,6haDxdERWK3rdVCGc2jr8E,The Astrud Gilberto Album,1965-01-01,,138013,False,https://open.spotify.com/track/3QKJELWORZZ7rUZDWeMWSA,jazz
3CDHydgW0ssTh59f0jy1y3,The Look Of Love,5z1VAFwT35EVvCp1XlZZuL,Diana Krall,4nmjBh2Td9I9x9JDncrQr3,The Look Of Love,2001-01-01,,282000,False,https://open.spotify.com/track/3CDHydgW0ssTh59f0jy1y3,jazz
4ZFhVVawR0xMJ5dJFNxFRl,Carry On,2Kx7MNY7cI1ENniW7vT30N,Norah Jones,7ampUMuhfCx0briKjYNKRQ,Day Breaks,2016-10-05,,168106,False,https://open.spotify.com/track/4ZFhVVawR0xMJ5dJFNxFRl,jazz
0Wh99eifNTNqDFRtzWhCE2,Corcovado (Quiet Nights Of Quiet Stars),0FMucZsEnCxs5pqBjHjIc8,Stan Getz,2W6Hvrtg2Zpc9dW4aBDbdP,Getz/Gilberto (Expanded Edition),1964-03-01,,256560,False,https://open.spotify.com/track/0Wh99eifNTNqDFRtzWhCE2,jazz
0uPkCpuoERqrkBL06Art50,My One And Only Love,2hGh5VOeeqimQFxqXvfCUf,John Coltrane,5e3mq4TT4RLn4VXfgKV6MU,John Coltrane And Johnny Hartman,1963-01-01,,295240,False,https://open.spotify.com/track/0uPkCpuoERqrkBL06Art50,jazz
1cq6HORyFRru04fKA5PJ5Z,"What a Difference a Day Makes (from the Netflix Limited Series ""Black Rabbit"")",5KKpBU5eC2tJDzf0wmlRp2,RAYE,3GKIxiQ8p5H77TPsK2TZ0l,"What a Difference a Day Makes (from the Netflix Limited Series ""Black Rabbit"")",2025-09-05,,261176,False,https://open.spotify.com/track/1cq6HORyFRru04fKA5PJ5Z,jazz
5jtuNQWGByEkBzBUlN4rWS,X Gon' Give It To Ya - 1950s Soul,5r5ZNNW0zseFzKcGR9ThIi,19s Soulers,5Vum2jvLPIQYv9bJsO74Ac,X Gon' Give It To Ya (1950s Soul),2025-11-19,,166533,True,https://open.spotify.com/track/5jtuNQWGByEkBzBUlN4rWS,jazz
0zDVclPMSsjeyvbnqhWOmt,La vie en rose - Single Version,19eLuQmk9aCobbVDHc6eek,Louis Armstrong,17fcllu2aPjrx4ZCm05jMc,Satchmo Serenades,1952-04-01,,203760,False,https://open.spotify.com/track/0zDVclPMSsjeyvbnqhWOmt,jazz
5xRP5iyVdGglqlY4Vcjhkx,Sinnerman,7G1GBhoKtEPnP86X2PvEYO,Nina Simone,31pd81sWDaK2pP3ok5892z,Pastel Blues,1965-10-01,,622000,False,https://open.spotify.com/track/5xRP5iyVdGglqlY4Vcjhkx,jazz
3B0gvjxlqRgY7stPPl3qoQ,Take My Breath Away,7gjr06Lie1BDJuefW3v9YQ,Flora Martínez,6nBmfhB1ioNyyUlpb9AmMQ,Take My Breath Away,2017-07-28,,210545,False,https://open.spotify.com/track/3B0gvjxlqRgY7stPPl3qoQ,jazz
7aoJg1wQEqMx1t875H5fww,Morning Sun,2P1puQXmG48EVLBrHbum1J,Melody Gardot,2iKiVmx8ohPDn1hJmxC9tD,Currency Of Man,2015-05-29,,305265,False,https://open.spotify.com/track/7aoJg1wQEqMx1t875H5fww,jazz
7ilc2TB1RZXbQJyFs5qCiC,Fly Me To The Moon,5rX2c1zow6hCph8PnnU3kF,Astrud Gilberto,37xKx9ymHBSgYX02zZhwb9,The Shadow Of Your Smile,1965-05-22,,142533,False,https://open.spotify.com/track/7ilc2TB1RZXbQJyFs5qCiC,jazz
5PbSvsljhgxijSYV5cG5xU,What A Difference A Day Made,3XxxEq6BREC57nCWXbQZ7o,Jamie Cullum,6FbhvZweI6o9Szb2j9ls9o,Twentysomething,2003-10-20,,309693,False,https://open.spotify.com/track/5PbSvsljhgxijSYV5cG5xU,jazz
13zjNPZUyWvzZC2dlYjW0L,Dance Me To The End Of Love,7nXyULtoL8k7wP9l6kg8Ef,Madeleine Peyroux,4Kev9VMY5Ypfo19jRqK6bW,Careless Love,2004-09-14,,237640,False,https://open.spotify.com/track/13zjNPZUyWvzZC2dlYjW0L,jazz
66kSq3nyISTG4FcTeeOpe2,Hit The Ground,3K0BfjMh2dS8WITuiMuGGW,Lizz Wright,7AhMtlYN5CdfxJPVYzbjA9,Dreaming Wide Awake,2005-01-01,,210520,False,https://open.spotify.com/track/66kSq3nyISTG4FcTeeOpe2,jazz
1oAs44xVvu4QaZpX9033S5,I Only Want To Be With You,3xx17YXYvPl9PBx6Jzalk4,Shelby Lynne,1Qp047VBGL9d1PkHWKuqG5,Just A Little Lovin',2008,,230266,False,https://open.spotify.com/track/1oAs44xVvu4QaZpX9033S5,jazz
7FXj7Qg3YorUxdrzvrcY25,Fly Me To The Moon - 2008 Remastered,1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,3i67sGIVw8EBlgfSRv3Lj2,Nothing But The Best (2008 Remastered),2008-05-13,,147520,False,https://open.spotify.com/track/7FXj7Qg3YorUxdrzvrcY25,jazz
54h1RKrrFJDsNOfhwmqu9o,In the Mood - Live,2aAHdB5HweT3mFcRzm0swc,Glenn Miller,5HX046215eBYM6hZ5rwDKk,The Glenn Miller Carnegie Hall Concert (Live),1939,,209573,False,https://open.spotify.com/track/54h1RKrrFJDsNOfhwmqu9o,jazz
73uEbChpBB29ttwVnwuNVE,Oye Cómo Va,6SPpCqM8gOzrtICAxN5NuX,Tito Puente,7J3VF3HcxYEYr2tRFoaqNq,El Rey Bravo,1962-01-01,,274018,False,https://open.spotify.com/track/73uEbChpBB29ttwVnwuNVE,jazz
5TNpCThzzXHEipXGKgNG8T,Cheek To Cheek,5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,3kfnwa4p4uYiTOP8K8ooSE,Ella and Louis,1956-10-01,,353266,False,https://open.spotify.com/track/5TNpCThzzXHEipXGKgNG8T,jazz
4YgSlaIvdQfu8JU78x7MaZ,Sympathique,6KyUat70qaniuiZq63HzFZ,Pink Martini,29MX9p2H3rBVdQAuSCQ8rc,Sympathique,1999-04-20,,170880,False,https://open.spotify.com/track/4YgSlaIvdQfu8JU78x7MaZ,jazz
4QWiUuYXn8eluZwMTzG7fw,Baby I'm A Fool,2P1puQXmG48EVLBrHbum1J,Melody Gardot,3qIM1SPrb3OWoATtDxR6eB,My One And Only Thrill,2009-01-01,,211893,False,https://open.spotify.com/track/4QWiUuYXn8eluZwMTzG7fw,jazz
4l9hml2UCnxoNI3yCdL1BW,My Funny Valentine,3rxeQlsv0Sc2nyYaZ5W71T,Chet Baker,5JJ779nrbHx0KB2lBrMMa4,Chet Baker Sings,1956,,141133,False,https://open.spotify.com/track/4l9hml2UCnxoNI3yCdL1BW,jazz
4ol2UyMTiklHVujAWg02nE,I Got It Bad And That Ain't Good,0ldU0QJm31y0d6f57R1G2A,Oscar Peterson Trio,3gPOWmWT0q7Ygp95Xiuw1v,Night Train (Expanded Edition),1963-01-01,,306226,False,https://open.spotify.com/track/4ol2UyMTiklHVujAWg02nE,jazz
5N6pQ2vYtd3Rb9w7LC8PZ9,The Girl From Ipanema,3pO5VjZ4wOHCMBXOvbMISG,Antônio Carlos Jobim,5280NkLzxe2w7K1JW9I8jX,Sinatra/Jobim: The Complete Reprise Recordings,1967-03,,200360,False,https://open.spotify.com/track/5N6pQ2vYtd3Rb9w7LC8PZ9,jazz
1J9iVCaEriyoMXpj2XszhU,When Sunny Gets Blue,2EsmKkHsXK0WMNGOtIhbxr,McCoy Tyner,6MinQE3GG7Xb9GWrOoAWEz,Today And Tomorrow,1964,,282320,False,https://open.spotify.com/track/1J9iVCaEriyoMXpj2XszhU,jazz
33jt3kYWjQzqn3xyYQ5ZEh,Cheek To Cheek,5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,2uqlkJu6vckJahCsp6Hfcn,The Complete Ella And Louis On Verve,1997-05-20,,354533,False,https://open.spotify.com/track/33jt3kYWjQzqn3xyYQ5ZEh,jazz
750jVPZnBVLItCUxaRR5iC,Lone Digger,37J1PlAkhRK7yrZUtqaUpQ,Caravan Palace,3qU4wXm0Qngbtnr5PiLbFX,<I°_°I>,2015-10-16,,229804,False,https://open.spotify.com/track/750jVPZnBVLItCUxaRR5iC,jazz
2no5Pgd8Yx1nTggGGSD9l3,Inolvidable,3qeECzqe5c7ssusMaDdwbj,Bebo Valdés,5skz8PefKkk7huSazT5hkT,Lágrimas Negras,2014-04-25,,200133,False,https://open.spotify.com/track/2no5Pgd8Yx1nTggGGSD9l3,jazz
66iKqUazBbTlAEjcZrpDkD,What A Diff'rence A Day Made,32LHRiof0sa4taYew9i3Fa,Dinah Washington,0w8YD8Wz1hEkwXdsAMzzFe,What A Diff'rence A Day Makes! (Expanded Edition),1959-02-19,,151866,False,https://open.spotify.com/track/66iKqUazBbTlAEjcZrpDkD,jazz
4vLYewWIvqHfKtJDk8c8tq,"So What (feat. John Coltrane, Cannonball Adderley & Bill Evans)",0kbYTNQb4Pb1rPbbaF0pT4,Miles Davis,4sb0eMpDn3upAFfyi4q2rw,Kind Of Blue (Legacy Edition),1959-08-17,,562640,False,https://open.spotify.com/track/4vLYewWIvqHfKtJDk8c8tq,jazz
28Zg3EXyibO3UEda2WirSV,Koop Island Blues,7wyBxBXLVLaiF2jxHCpvTe,Koop,3vbvhBzSe3KnqkROlMMQTq,Koop Islands,2006-10-03,,276360,False,https://open.spotify.com/track/28Zg3EXyibO3UEda2WirSV,jazz
1WWVlkmJSdLBSiqF2m8Ex2,(Getting Some) Fun out of Life,7nXyULtoL8k7wP9l6kg8Ef,Madeleine Peyroux,4DE9KRgAibQ5ZnmDtuGJNB,Dreamland,1996-09-27,,192173,False,https://open.spotify.com/track/1WWVlkmJSdLBSiqF2m8Ex2,jazz
4mp28AMgYCgrkfJMSYtl3C,The Summer Wind,7nXyULtoL8k7wP9l6kg8Ef,Madeleine Peyroux,5OomYDbQatByUYt4aXXVwH,Half The Perfect World,2006-01-01,,234106,False,https://open.spotify.com/track/4mp28AMgYCgrkfJMSYtl3C,jazz
7i9RIEuPvpQ8NtfI0dSJeK,If You Love Me,2P1puQXmG48EVLBrHbum1J,Melody Gardot,62BGIK3e3p3erTEJkaHjfq,Sunset In The Blue,2020-10-23,,274397,False,https://open.spotify.com/track/7i9RIEuPvpQ8NtfI0dSJeK,jazz
7rkkFimrRc14aJLN6HMNqp,Day To Night,2FjzRd1bgtsmhESettmFAN,DON WEST,55LA79YNZWAfxpDGla4jcN,Give Me All Your Love,2025-11-14,,264124,False,https://open.spotify.com/track/7rkkFimrRc14aJLN6HMNqp,jazz
57sKFCABC0VPxj4ZKkcEu7,La vie en rose - Remastered,19eLuQmk9aCobbVDHc6eek,Louis Armstrong,0LamfjFk8I6YZGC5ocJcJ7,Dream a Little Dream of Me (Remastered),2023-08-14,,203010,False,https://open.spotify.com/track/57sKFCABC0VPxj4ZKkcEu7,jazz
0AoNT5b3YYf28IIq6pGojV,Daisies,4ET82ZtSfAK4utfjDauImD,Black Gryph0n,4cZdcHdODTbgZqR4A10CyQ,Daisies,2024-10-11,,138000,False,https://open.spotify.com/track/0AoNT5b3YYf28IIq6pGojV,jazz
2dR5WkrpwylTuT3jRWNufa,Fly Me To The Moon,1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,7gmak9ZGm10y4PtZa9SBQn,Ultimate Sinatra,2015-04-17,,147146,False,https://open.spotify.com/track/2dR5WkrpwylTuT3jRWNufa,jazz
30QD4VRP9yEneOh0eGTrtJ,Solitude,1YzCsTRb22dQkh9lghPIrp,Billie Holiday,4izD3SCRElbkO06i8yf4Zp,Solitude,1956-01-01,,207600,False,https://open.spotify.com/track/30QD4VRP9yEneOh0eGTrtJ,jazz
0JCfVb2qlq79Q479BUb0jK,Alone Again (Naturally),5z1VAFwT35EVvCp1XlZZuL,Diana Krall,6xUodRTpBiWXfQwPVZ5hIN,Wallflower,2014-10-21,,230680,False,https://open.spotify.com/track/0JCfVb2qlq79Q479BUb0jK,jazz
1GGK81j5LaThJjnJHhfGDq,Just The Way You Are,5z1VAFwT35EVvCp1XlZZuL,Diana Krall,5VarMGaR1VFP4vlmzZsKgV,Live In Paris,2002-01-01,,300520,False,https://open.spotify.com/track/1GGK81j5LaThJjnJHhfGDq,jazz
0upgxxew2mVAEctrz08jnf,Love Foolosophy - Radio Edit,6J7biCazzYhU3gM9j1wfid,Jamiroquai,6cLYs4e403jQk6PJ8PG9rs,A Funk Odyssey,2001-08-29,,224493,False,https://open.spotify.com/track/0upgxxew2mVAEctrz08jnf,jazz
5je0CDv1Z1hT82Nek1Fjhl,Só Danço Samba,0FMucZsEnCxs5pqBjHjIc8,Stan Getz,1JDkIxq4xRW7ySH89sGflc,Jazz Samba Encore!,1963,,216226,False,https://open.spotify.com/track/5je0CDv1Z1hT82Nek1Fjhl,jazz
1x6jPyUfLuTNQ3o5zykG2x,You Give Me Something,6J7biCazzYhU3gM9j1wfid,Jamiroquai,6cLYs4e403jQk6PJ8PG9rs,A Funk Odyssey,2001-08-29,,199600,False,https://open.spotify.com/track/1x6jPyUfLuTNQ3o5zykG2x,jazz
78Uo6eJIPkVo4Xw848NCN7,Time,00x1fYSGhdqScXBRpSj3DW,Olivia Dean,2PThgfv0kJYU5VxmOmbQjF,Time,2024-06-26,,224000,False,https://open.spotify.com/track/78Uo6eJIPkVo4Xw848NCN7,jazz
3qWqFyXEJTa8fATKrwZeCv,Velvet Rainfall,3K1jFkuCruS7nx1GbWvH8E,Joe Wilson Trio,2QU5r9BRohKWChdY76oaNr,Velvet Rainfall,2025-12-26,,219477,False,https://open.spotify.com/track/3qWqFyXEJTa8fATKrwZeCv,jazz
6rK27cC9hX0e1Chrnxo9Vn,My Romance - Remastered 2006,338mC0yGyX0C9of8QMJ5hK,Gene Ammons,04l5TDoVZFNPvExGNdVjOj,Boss Tenor (RVG Remasters / Remastered 2006),2006-03-21,,252946,False,https://open.spotify.com/track/6rK27cC9hX0e1Chrnxo9Vn,jazz
0EodkBe2IgKGvUCwuMeoBj,Echoes of Velo,63gzNofrOyz1jWur3t6pLM,Slick Krugers,78mgXo4hWCSnbB3JqagFx4,"The Traveling Alchemist, Vol. 1",2025-10-17,,234920,False,https://open.spotify.com/track/0EodkBe2IgKGvUCwuMeoBj,jazz
06SYfhYSo9iY3txHE6W9Dl,jazz is for ordinary people,3k3RY7kR8f0vp8Cq27P141,berlioz,5itYNW6UW1VvJO7j9dRn2S,jazz is for ordinary people,2023-04-07,,164000,False,https://open.spotify.com/track/06SYfhYSo9iY3txHE6W9Dl,jazz
32FfL5hpFQdweMkxg8Z55o,Les eaux de mars,03EYBMnqSchCMp5D9qmFXi,Stacey Kent,3afGgL2rBWMuLYEWXScDFb,Raconte-moi... (Bonus Edition),2010-03-22,,218293,False,https://open.spotify.com/track/32FfL5hpFQdweMkxg8Z55o,jazz
3VFr9JYb6ppsl4yxwerUXq,Hey Laura,06nevPmNVfWUXyZkccahL8,Gregory Porter,2o86ajLsjwh2FWTdD9vmjj,Liquid Spirit (Deluxe Version),2013-01-01,,199426,False,https://open.spotify.com/track/3VFr9JYb6ppsl4yxwerUXq,jazz
4IVyX0UJzGyUk0MLiz1jVJ,Let's Fall In Love,5z1VAFwT35EVvCp1XlZZuL,Diana Krall,6NqwpeiAjwYAppRNA7F3yD,When I Look In Your Eyes,1999-01-01,,258959,False,https://open.spotify.com/track/4IVyX0UJzGyUk0MLiz1jVJ,jazz
4rmCI9VWrwrJTJ8XQ80BMN,My Little Brown Book,4F7Q5NV6h5TSwCainz8S5A,Duke Ellington,1OvmilWKtrabJGEpPRlgK5,Duke Ellington & John Coltrane,1963-02,,319733,False,https://open.spotify.com/track/4rmCI9VWrwrJTJ8XQ80BMN,jazz
4IpMkn2l8u7yBDLgiHcrYA,You've Got A Friend - Remastered,03EYBMnqSchCMp5D9qmFXi,Stacey Kent,1UL7biOA1Lo575MjDAajtP,The Boy Next Door (Remastered),2003-01-01,,262096,False,https://open.spotify.com/track/4IpMkn2l8u7yBDLgiHcrYA,jazz
78f7ShFOyjfPBChCLfBLDu,Anything You Want - Not That,4N9nNkpjGuBlGWnYubQI8t,Belleruche,7rTE0Hf09rVbdYyZe6nyM5,The Express,2008-10-13,,202480,False,https://open.spotify.com/track/78f7ShFOyjfPBChCLfBLDu,jazz
7vg9noSnFEyPfwLiaCW4vi,NO BATIDÃO,5tIkxADHN80ca0K6HCpWIt,ZXKAI,5kB03HrxWnYPPB9BvwbYG1,NO BATIDÃO,2025-09-05,,89745,True,https://open.spotify.com/track/7vg9noSnFEyPfwLiaCW4vi,electronic
0GHaZd4ggGCx2RlMsDr9Vj,Vehículo longo,4fJie9zmEW6VmFoQKrx4Lh,John Pollõn,6wSuIwvJEnARnmX16Ou7CN,Vehículo longo,2024-03-01,,188461,False,https://open.spotify.com/track/0GHaZd4ggGCx2RlMsDr9Vj,electronic
2f9KKPKgASUYZqo1JBJuFO,YSL,3GMBcFbI21Tbi1POVBmCwb,8belial,23qlqZnWlSa7LF1wp1naCx,YSL,2025-10-30,,220173,True,https://open.spotify.com/track/2f9KKPKgASUYZqo1JBJuFO,electronic
6wJYTLDpkF1HdVsN53Dl63,Criminal,7uthE7Fmy5aYOwlu1Yt4Ps,C Marí,0r5Rxtid5sHVSuWP0QUyRj,Latin Lover Songs the Mixtape,2025-12-12,,174500,False,https://open.spotify.com/track/6wJYTLDpkF1HdVsN53Dl63,electronic
0nrRP2bk19rLc0orkWPQk2,Wake Me Up,1vCWHaC5f2uS3yhpwWbIA6,Avicii,2H6i2CrWgXE1HookLu8Au0,True,2013-09-16,,247426,False,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2,electronic
4l0Tg7oAfrml9Ho6i1FGg0,INESTABLE,1y6tVxTqgNfqxTayfohSKJ,Lucho RK,3NfLFMJll0BlczcIVzDu2m,TA FACIL,2025-11-28,,155407,False,https://open.spotify.com/track/4l0Tg7oAfrml9Ho6i1FGg0,electronic
20IxiD0ukWaS5z9G7WdeG4,heartbreaker,01WzyfcDKX94myMXnGfU4N,D.Valentino,10yYYzdkRsTboBKxXLd1Ft,Ciao!,2025-02-14,,146629,False,https://open.spotify.com/track/20IxiD0ukWaS5z9G7WdeG4,electronic
6aWKjqvFULsZhpF8Nugfeu,why,01WzyfcDKX94myMXnGfU4N,D.Valentino,49qKeW5IBHWaHGILvsm050,why,2025-01-24,,174107,True,https://open.spotify.com/track/6aWKjqvFULsZhpF8Nugfeu,electronic
3WFmq2n3RValfsDQKSJWvc,Niebla,6WCTfR8dIuTqWrFrzt2yl0,mvrk,60rPrMCY7y6tTD9thTAj8v,La fe que me tengas,2024-02-01,,177804,False,https://open.spotify.com/track/3WFmq2n3RValfsDQKSJWvc,electronic
3RvpoTcHjRrF8bopKXx9vB,JETLAG,11usEAQkFE6UJwsyAKkchi,Caleb Calloway,7Fjw0eOnC7cmpwMXVJ9wPC,HAYABUSA: El After,2025-06-20,,141333,False,https://open.spotify.com/track/3RvpoTcHjRrF8bopKXx9vB,electronic
1ExjoMeJQxAYtHFke6eW31,Jamaican (Bam Bam),5PlfkPxwCpRRWQJBxCa0By,HUGEL,1BweAtoAn6XFcPa4iJtO6G,Jamaican (Bam Bam),2025-11-07,,156393,False,https://open.spotify.com/track/1ExjoMeJQxAYtHFke6eW31,electronic
72YttnPRxyHe8zCG50jYhj,NO BATIDÃO - Slowed,5tIkxADHN80ca0K6HCpWIt,ZXKAI,5kB03HrxWnYPPB9BvwbYG1,NO BATIDÃO,2025-09-05,,107933,True,https://open.spotify.com/track/72YttnPRxyHe8zCG50jYhj,electronic
4AgltNCX6d3zmv8mqsdmic,UltraBakano,3DhrvmXFJs6QKCSafoPhl4,GRECAS,7q7uLuyeYwAXZkMtoTKwkV,Escrito en la M-30,2025-12-04,,114816,True,https://open.spotify.com/track/4AgltNCX6d3zmv8mqsdmic,electronic
1LY3GhF0zxIVgbYEQjCbUO,The Sound of Silence - CYRIL Remix,3TOqt5oJwL9BE2NG9MEwDa,Disturbed,4AaJMesGEVwF7QpWMSG29p,The Sound of Silence (CYRIL Remix),2024-02-02,,185238,False,https://open.spotify.com/track/1LY3GhF0zxIVgbYEQjCbUO,electronic
16RcB6ae7pNeCQVIrPuytu,Como enamorarme,6WCTfR8dIuTqWrFrzt2yl0,mvrk,5sm6yb6gTPjDJ65xqfaBK3,Como enamorarme,2023-09-29,,160528,True,https://open.spotify.com/track/16RcB6ae7pNeCQVIrPuytu,electronic
